full_name,first_name,second_name,abbreviated_name,locations,location_number,file_name,loc_union
Escherichia coli B7A,Escherichia,coli,Escherichia coli,tannery;sediment;turkey;dairy;cave;river;mucus;soil;feces;milk;marsh;mountain;compost,13,340184.6.txt,data_organism_reactions/Equal_Stoichiometric_matrices/340184.6.npy
Chloroflexus aggregans DSM 9485,Chloroflexus,aggregans,Chloroflexus aggregans,lake;spring;sea,3,326427.3.txt,data_organism_reactions/Equal_Stoichiometric_matrices/326427.3.npy
Legionella pneumophila 2300/99 Alcoy,Legionella,pneumophila,Legionella pneumophila,water;well;soil;surface;biofilm,5,423212.4.txt,data_organism_reactions/Equal_Stoichiometric_matrices/423212.4.npy
Salmonella enterica subsp. enterica serovar Paratypi A str. ATCC 9150,Salmonella,enterica,Salmonella enterica,rhizosphere,1,295319.3.txt,data_organism_reactions/Equal_Stoichiometric_matrices/295319.3.npy
Fusobacterium sp. 4_1_13,Fusobacterium,sp.,Fusobacterium sp.,mouth;blood;air;sediment;volcano,5,469606.3.txt,data_organism_reactions/Equal_Stoichiometric_matrices/469606.3.npy
Yersinia kristensenii ATCC 33638,Yersinia,kristensenii,Yersinia kristensenii,surface;river;soil;faeces;sludge,5,527012.3.txt,data_organism_reactions/Equal_Stoichiometric_matrices/527012.3.npy
Ralstonia metallidurans CH34,Ralstonia,metallidurans,Ralstonia metallidurans,sludge;lake;water;soil;field;sediment;air;aquifer;compost,9,266264.9.txt,data_organism_reactions/Equal_Stoichiometric_matrices/266264.9.npy
Cupriavidus metallidurans CH34,Cupriavidus,metallidurans,Cupriavidus metallidurans,soil;air;sludge;rhizosphere;lake;aquifer;forest;garden,8,266264.4.txt,data_organism_reactions/Equal_Stoichiometric_matrices/266264.4.npy
Veillonella parvula DSM 2008,Veillonella,parvula,Veillonella parvula,biofilm;milk;mouth;blood,4,479436.4.txt,data_organism_reactions/Equal_Stoichiometric_matrices/479436.4.npy
Veillonella parvula DSM 2008,Veillonella,parvula,Veillonella parvula,biofilm;milk;mouth;blood,4,479436.6.txt,data_organism_reactions/Equal_Stoichiometric_matrices/479436.6.npy
Legionella pneumophila str. Lens,Legionella,pneumophila,Legionella pneumophila,water;well;soil;surface;biofilm,5,297245.6.txt,data_organism_reactions/Equal_Stoichiometric_matrices/297245.6.npy
Bifidobacterium dentium Bd1,Bifidobacterium,dentium,Bifidobacterium dentium,feces;milk;faeces,3,401473.3.txt,data_organism_reactions/Equal_Stoichiometric_matrices/401473.3.npy
Prevotella amnii CRIS 21A-A,Prevotella,amnii,Prevotella amnii,feces;straw;saliva;dairy;mouth;surface;faeces;biofilm;bone;sludge,10,679191.3.txt,data_organism_reactions/Equal_Stoichiometric_matrices/679191.3.npy
Streptococcus suis 98HAH33,Streptococcus,suis,Streptococcus suis,biofilm;air;mouth;milk;surface;meat;field;yogurt;soil;chicken;harbor;sludge;feces;bioreactor;blood;chyme,16,391296.8.txt,data_organism_reactions/Equal_Stoichiometric_matrices/391296.8.npy
Yersinia pestis Antiqua,Yersinia,pestis,Yersinia pestis,surface;river;soil;faeces;sludge,5,360102.4.txt,data_organism_reactions/Equal_Stoichiometric_matrices/360102.4.npy
Streptococcus suis 98HAH33,Streptococcus,suis,Streptococcus suis,biofilm;air;mouth;milk;surface;meat;field;yogurt;soil;chicken;harbor;sludge;feces;bioreactor;blood;chyme,16,391296.7.txt,data_organism_reactions/Equal_Stoichiometric_matrices/391296.7.npy
Lactobacillus reuteri JCM 1112,Lactobacillus,reuteri,Lactobacillus reuteri,waste;mouth;wine;feces;gut;silage;yogurt;food;pickle;beer;cheese;biofilm;straw;milk;meat;poultry;sea;cabbage;soil;faeces;chyme;pond;flour;sludge;ocean,25,557433.4.txt,data_organism_reactions/Equal_Stoichiometric_matrices/557433.4.npy
Lactobacillus reuteri JCM 1112,Lactobacillus,reuteri,Lactobacillus reuteri,waste;mouth;wine;feces;gut;silage;yogurt;food;pickle;beer;cheese;biofilm;straw;milk;meat;poultry;sea;cabbage;soil;faeces;chyme;pond;flour;sludge;ocean,25,557433.3.txt,data_organism_reactions/Equal_Stoichiometric_matrices/557433.3.npy
Hydrogenobaculum sp. Y04AAS1,Hydrogenobaculum,sp.,Hydrogenobaculum sp.,spring;basin,2,380749.5.txt,data_organism_reactions/Equal_Stoichiometric_matrices/380749.5.npy
Hydrogenobaculum sp. Y04AAS1,Hydrogenobaculum,sp.,Hydrogenobaculum sp.,spring;basin,2,380749.4.txt,data_organism_reactions/Equal_Stoichiometric_matrices/380749.4.npy
Burkholderia sp. CCGE1002,Burkholderia,sp.,Burkholderia sp.,rhizosphere;soil;permafrost;forest;gut;river;wood;bog;woodland;lake;water;air;rock;sludge;field;biofilm;mine;tannery;sewage;biofilter;compost;blood;pasture;waste;surface,25,640511.6.txt,data_organism_reactions/Equal_Stoichiometric_matrices/640511.6.npy
Listeria welshimeri serovar 6b str. SLCC5334,Listeria,welshimeri,Listeria welshimeri,milk;sludge;water;soil;run,5,386043.9.txt,data_organism_reactions/Equal_Stoichiometric_matrices/386043.9.npy
Listeria welshimeri serovar 6b str. SLCC5334,Listeria,welshimeri,Listeria welshimeri,milk;sludge;water;soil;run,5,386043.6.txt,data_organism_reactions/Equal_Stoichiometric_matrices/386043.6.npy
Treponema pallidum subsp. pallidum SS14,Treponema,pallidum,Treponema pallidum,gut;mouth;dairy,3,455434.4.txt,data_organism_reactions/Equal_Stoichiometric_matrices/455434.4.npy
Staphylococcus aureus A6224,Staphylococcus,aureus,Staphylococcus aureus,sewage;air;biofilm;soil;marsh;sea;egg;gut;ocean;bacon;beef;dust;rhizosphere;water;volcano;elevation;wetland;farm;sugar;compost;waste;surface;sludge;textile;sediment;river;cabbage;stream;hospital;landfill;milk;feces;mine;lake;sausage,35,553568.3.txt,data_organism_reactions/Equal_Stoichiometric_matrices/553568.3.npy
Bradyrhizobium japonicum USDA 110,Bradyrhizobium,japonicum,Bradyrhizobium japonicum,river;soil;forest;air;water;biofilm,6,224911.1.txt,data_organism_reactions/Equal_Stoichiometric_matrices/224911.1.npy
Bradyrhizobium japonicum USDA 110,Bradyrhizobium,japonicum,Bradyrhizobium japonicum,river;soil;forest;air;water;biofilm,6,224911.5.txt,data_organism_reactions/Equal_Stoichiometric_matrices/224911.5.npy
Neisseria meningitidis 8013,Neisseria,meningitidis,Neisseria meningitidis,water;biofilm;air;mouth,4,604162.3.txt,data_organism_reactions/Equal_Stoichiometric_matrices/604162.3.npy
Actinomyces viscosus C505,Actinomyces,viscosus,Actinomyces viscosus,mouth;air;sediment;dairy;aquifer;biofilm,6,562973.4.txt,data_organism_reactions/Equal_Stoichiometric_matrices/562973.4.npy
Enterococcus faecium TX0133A,Enterococcus,faecium,Enterococcus faecium,cheese;gut;feces;water;sausage;meat;milk;yogurt;blood;biofilm;sea;air;river;sludge;fruit;soil;marsh;chicken;bacon;sediment;silage,21,749521.3.txt,data_organism_reactions/Equal_Stoichiometric_matrices/749521.3.npy
Clostridium cellulovorans 743B,Clostridium,cellulovorans,Clostridium cellulovorans,soil;feces;sludge;bog;field;spring;water;dung;lake;dairy;gut;silage;waste;leachate;blood;bioreactor;straw;bile;sediment;food;river;flat;compost;reservoir;mud;meat;sand;mine;hotspring;faeces,30,573061.4.txt,data_organism_reactions/Equal_Stoichiometric_matrices/573061.4.npy
Clostridium cellulovorans 743B,Clostridium,cellulovorans,Clostridium cellulovorans,soil;feces;sludge;bog;field;spring;water;dung;lake;dairy;gut;silage;waste;leachate;blood;bioreactor;straw;bile;sediment;food;river;flat;compost;reservoir;mud;meat;sand;mine;hotspring;faeces,30,573061.5.txt,data_organism_reactions/Equal_Stoichiometric_matrices/573061.5.npy
Clostridium cellulovorans 743B,Clostridium,cellulovorans,Clostridium cellulovorans,soil;feces;sludge;bog;field;spring;water;dung;lake;dairy;gut;silage;waste;leachate;blood;bioreactor;straw;bile;sediment;food;river;flat;compost;reservoir;mud;meat;sand;mine;hotspring;faeces,30,573061.3.txt,data_organism_reactions/Equal_Stoichiometric_matrices/573061.3.npy
Bordetella petrii DSM 12804,Bordetella,petrii,Bordetella petrii,soil;ocean;sea,3,340100.3.txt,data_organism_reactions/Equal_Stoichiometric_matrices/340100.3.npy
Escherichia coli str. K-12 substr. MG1655,Escherichia,coli,Escherichia coli,tannery;sediment;turkey;dairy;cave;river;mucus;soil;feces;milk;marsh;mountain;compost,13,511145.12.txt,data_organism_reactions/Equal_Stoichiometric_matrices/511145.12.npy
Desulfitobacterium sp. Y51,Desulfitobacterium,sp.,Desulfitobacterium sp.,mine;soil,2,138119.3.txt,data_organism_reactions/Equal_Stoichiometric_matrices/138119.3.npy
Lactobacillus buchneri ATCC 11577,Lactobacillus,buchneri,Lactobacillus buchneri,waste;mouth;wine;feces;gut;silage;yogurt;food;pickle;beer;cheese;biofilm;straw;milk;meat;poultry;sea;cabbage;soil;faeces;chyme;pond;flour;sludge;ocean,25,525318.3.txt,data_organism_reactions/Equal_Stoichiometric_matrices/525318.3.npy
Dehalococcoides sp. CBDB1,Dehalococcoides,sp.,Dehalococcoides sp.,biofilm;sediment;aquifer;sludge;wetland,5,255470.3.txt,data_organism_reactions/Equal_Stoichiometric_matrices/255470.3.npy
Vibrio coralliilyticus ATCC BAA-450,Vibrio,coralliilyticus,Vibrio coralliilyticus,sea;blood;river;water;soil;shellfish;sediment;rhizosphere;gut;rock;ocean;mucus;egg;clam;fish;estuary;biofilm;oyster,18,675814.3.txt,data_organism_reactions/Equal_Stoichiometric_matrices/675814.3.npy
Stenotrophomonas maltophilia R551-3,Stenotrophomonas,maltophilia,Stenotrophomonas maltophilia,pond;lake;tannery;soil;field;sludge;river;beef;rhizosphere;air;sea;mucus;biofilm;aquifer;surface;waste;rock;gut;glacier;compost;beer;blood;forest;water;sugar;cave;ocean;sewage,28,391008.4.txt,data_organism_reactions/Equal_Stoichiometric_matrices/391008.4.npy
Stenotrophomonas maltophilia R551-3,Stenotrophomonas,maltophilia,Stenotrophomonas maltophilia,pond;lake;tannery;soil;field;sludge;river;beef;rhizosphere;air;sea;mucus;biofilm;aquifer;surface;waste;rock;gut;glacier;compost;beer;blood;forest;water;sugar;cave;ocean;sewage,28,391008.3.txt,data_organism_reactions/Equal_Stoichiometric_matrices/391008.3.npy
Bacteroides cellulosilyticus DSM 14838,Bacteroides,cellulosilyticus,Bacteroides cellulosilyticus,faeces;feces;leachate;waste;soil;sludge;bioreactor;cave,8,537012.5.txt,data_organism_reactions/Equal_Stoichiometric_matrices/537012.5.npy
Klebsiella pneumoniae subsp. rhinoscleromatis ATCC 13884,Klebsiella,pneumoniae,Klebsiella pneumoniae,soil;sludge;gut;sediment;stream;river;faeces;rhizosphere;cave;mud;biofilm;must;leachate;water,14,667127.3.txt,data_organism_reactions/Equal_Stoichiometric_matrices/667127.3.npy
Mesorhizobium loti MAFF303099,Mesorhizobium,loti,Mesorhizobium loti,soil;rhizosphere;straw;water;sediment;wwtp;river;flat;mine,9,266835.1.txt,data_organism_reactions/Equal_Stoichiometric_matrices/266835.1.npy
Corynebacterium glutamicum ATCC 13032,Corynebacterium,glutamicum,Corynebacterium glutamicum,foam;urine;sewage;blood;surface;river;compost;feces;air;landfill;biofilm;bile;sea;sediment;soil,15,196627.4.txt,data_organism_reactions/Equal_Stoichiometric_matrices/196627.4.npy
Desulfovibrio sp. FW1012B,Desulfovibrio,sp.,Desulfovibrio sp.,sludge;aquifer;brine;soil;harbor;bioreactor;rhizosphere;mine;waste;reservoir;straw;lake;field;feces;pond;sediment;flat;borehole,18,644968.4.txt,data_organism_reactions/Equal_Stoichiometric_matrices/644968.4.npy
Staphylococcus aureus subsp. aureus 58-424,Staphylococcus,aureus,Staphylococcus aureus,sewage;air;biofilm;soil;marsh;sea;egg;gut;ocean;bacon;beef;dust;rhizosphere;water;volcano;elevation;wetland;farm;sugar;compost;waste;surface;sludge;textile;sediment;river;cabbage;stream;hospital;landfill;milk;feces;mine;lake;sausage,35,585144.3.txt,data_organism_reactions/Equal_Stoichiometric_matrices/585144.3.npy
Halothiobacillus neapolitanus c2,Halothiobacillus,neapolitanus,Halothiobacillus neapolitanus,mine;compost;brine,3,555778.5.txt,data_organism_reactions/Equal_Stoichiometric_matrices/555778.5.npy
Haemophilus ducreyi 35000HP,Haemophilus,ducreyi,Haemophilus ducreyi,mouth;air,2,233412.5.txt,data_organism_reactions/Equal_Stoichiometric_matrices/233412.5.npy
Bacillus anthracis str. A0488,Bacillus,anthracis,Bacillus anthracis,rhizosphere;sediment;permafrost;volcano;soil;spring;gut;milk;field;plateau;landfill;well;city;sea;stream;forest;elevation;ocean;lake;grassland;biofilm;food;sludge;carcass;surface;rock;marsh;waste;farm;wetland;flat;compost;water;river;pond;straw;air;cabbage;sand;mine;mud;dust;mucus;fish;vegetable;mountains;valley;oil;aquifer;textile;sewage;cave;silage;hospital;wood;estuary;stalactite;harbor;sausage;dune;mouth;shore;reservoir;flour;feces;dung;chicken;cantaloupe;clam;waterfall;bioreactor;canal;bog;garden,74,486624.3.txt,data_organism_reactions/Equal_Stoichiometric_matrices/486624.3.npy
Haemophilus ducreyi 35000HP,Haemophilus,ducreyi,Haemophilus ducreyi,mouth;air,2,233412.1.txt,data_organism_reactions/Equal_Stoichiometric_matrices/233412.1.npy
Erwinia amylovora CFBP1430,Erwinia,amylovora,Erwinia amylovora,surface;cabbage;rhizosphere;sand;permafrost;gut,6,665029.3.txt,data_organism_reactions/Equal_Stoichiometric_matrices/665029.3.npy
Nitrosospira multiformis ATCC 25196,Nitrosospira,multiformis,Nitrosospira multiformis,soil;sediment,2,323848.4.txt,data_organism_reactions/Equal_Stoichiometric_matrices/323848.4.npy
Mycobacterium tuberculosis str. Haarlem,Mycobacterium,tuberculosis,Mycobacterium tuberculosis,soil;water;blood;lake;biofilm;river;wash;lymph;sludge;sediment;bone;hospital;rock;air;mine;stream;permafrost;wetland,18,395095.3.txt,data_organism_reactions/Equal_Stoichiometric_matrices/395095.3.npy
Clostridium difficile QCD-63q42,Clostridium,difficile,Clostridium difficile,soil;feces;sludge;bog;field;spring;water;dung;lake;dairy;gut;silage;waste;leachate;blood;bioreactor;straw;bile;sediment;food;river;flat;compost;reservoir;mud;meat;sand;mine;hotspring;faeces,30,479831.4.txt,data_organism_reactions/Equal_Stoichiometric_matrices/479831.4.npy
Caulobacter segnis ATCC 21756,Caulobacter,segnis,Caulobacter segnis,lake;water;soil;sea;rhizosphere;plateau;sediment;field,8,509190.6.txt,data_organism_reactions/Equal_Stoichiometric_matrices/509190.6.npy
Porphyromonas gingivalis ATCC 33277,Porphyromonas,gingivalis,Porphyromonas gingivalis,mouth;biofilm,2,431947.6.txt,data_organism_reactions/Equal_Stoichiometric_matrices/431947.6.npy
Rickettsia felis URRWXCal2,Rickettsia,felis,Rickettsia felis,water,1,315456.3.txt,data_organism_reactions/Equal_Stoichiometric_matrices/315456.3.npy
Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,Salmonella,enterica,Salmonella enterica,rhizosphere,1,588858.6.txt,data_organism_reactions/Equal_Stoichiometric_matrices/588858.6.npy
Rickettsia felis URRWXCal2,Rickettsia,felis,Rickettsia felis,water,1,315456.7.txt,data_organism_reactions/Equal_Stoichiometric_matrices/315456.7.npy
Streptococcus pneumoniae SP195,Streptococcus,pneumoniae,Streptococcus pneumoniae,biofilm;air;mouth;milk;surface;meat;field;yogurt;soil;chicken;harbor;sludge;feces;bioreactor;blood;chyme,16,453363.4.txt,data_organism_reactions/Equal_Stoichiometric_matrices/453363.4.npy
Streptococcus pneumoniae SP195,Streptococcus,pneumoniae,Streptococcus pneumoniae,biofilm;air;mouth;milk;surface;meat;field;yogurt;soil;chicken;harbor;sludge;feces;bioreactor;blood;chyme,16,453363.3.txt,data_organism_reactions/Equal_Stoichiometric_matrices/453363.3.npy
Corynebacterium glutamicum ATCC 13032,Corynebacterium,glutamicum,Corynebacterium glutamicum,foam;urine;sewage;blood;surface;river;compost;feces;air;landfill;biofilm;bile;sea;sediment;soil,15,196627.13.txt,data_organism_reactions/Equal_Stoichiometric_matrices/196627.13.npy
Corynebacterium glutamicum ATCC 13032,Corynebacterium,glutamicum,Corynebacterium glutamicum,foam;urine;sewage;blood;surface;river;compost;feces;air;landfill;biofilm;bile;sea;sediment;soil,15,196627.14.txt,data_organism_reactions/Equal_Stoichiometric_matrices/196627.14.npy
Marinomonas sp. MWYL1,Marinomonas,sp.,Marinomonas sp.,marsh;sea;oyster;sediment,4,400668.6.txt,data_organism_reactions/Equal_Stoichiometric_matrices/400668.6.npy
Cellulomonas flavigena DSM 20109,Cellulomonas,flavigena,Cellulomonas flavigena,soil;permafrost;leachate;sludge;compost,5,446466.5.txt,data_organism_reactions/Equal_Stoichiometric_matrices/446466.5.npy
Clostridium cellulolyticum H10,Clostridium,cellulolyticum,Clostridium cellulolyticum,soil;feces;sludge;bog;field;spring;water;dung;lake;dairy;gut;silage;waste;leachate;blood;bioreactor;straw;bile;sediment;food;river;flat;compost;reservoir;mud;meat;sand;mine;hotspring;faeces,30,394503.6.txt,data_organism_reactions/Equal_Stoichiometric_matrices/394503.6.npy
Clostridium cellulolyticum H10,Clostridium,cellulolyticum,Clostridium cellulolyticum,soil;feces;sludge;bog;field;spring;water;dung;lake;dairy;gut;silage;waste;leachate;blood;bioreactor;straw;bile;sediment;food;river;flat;compost;reservoir;mud;meat;sand;mine;hotspring;faeces,30,394503.7.txt,data_organism_reactions/Equal_Stoichiometric_matrices/394503.7.npy
Marinomonas sp. MWYL1,Marinomonas,sp.,Marinomonas sp.,marsh;sea;oyster;sediment,4,400668.8.txt,data_organism_reactions/Equal_Stoichiometric_matrices/400668.8.npy
Fusobacterium sp. 2_1_31,Fusobacterium,sp.,Fusobacterium sp.,mouth;blood;air;sediment;volcano,5,469599.3.txt,data_organism_reactions/Equal_Stoichiometric_matrices/469599.3.npy
Gardnerella vaginalis 5-1,Gardnerella,vaginalis,Gardnerella vaginalis,blood,1,682148.3.txt,data_organism_reactions/Equal_Stoichiometric_matrices/682148.3.npy
Streptococcus mutans NN2025,Streptococcus,mutans,Streptococcus mutans,biofilm;air;mouth;milk;surface;meat;field;yogurt;soil;chicken;harbor;sludge;feces;bioreactor;blood;chyme,16,511691.3.txt,data_organism_reactions/Equal_Stoichiometric_matrices/511691.3.npy
Mycobacterium tuberculosis SUMu002,Mycobacterium,tuberculosis,Mycobacterium tuberculosis,soil;water;blood;lake;biofilm;river;wash;lymph;sludge;sediment;bone;hospital;rock;air;mine;stream;permafrost;wetland,18,675513.3.txt,data_organism_reactions/Equal_Stoichiometric_matrices/675513.3.npy
Bacteroides sp. 1_1_14,Bacteroides,sp.,Bacteroides sp.,faeces;feces;leachate;waste;soil;sludge;bioreactor;cave,8,469585.3.txt,data_organism_reactions/Equal_Stoichiometric_matrices/469585.3.npy
Acidobacterium sp. MP5ACTX8,Acidobacterium,sp.,Acidobacterium sp.,canyon;surface;gut;soil;sea;spring;harbor,7,682795.3.txt,data_organism_reactions/Equal_Stoichiometric_matrices/682795.3.npy
Arcobacter butzleri JV22,Arcobacter,butzleri,Arcobacter butzleri,sea;river;sludge,3,888827.3.txt,data_organism_reactions/Equal_Stoichiometric_matrices/888827.3.npy
Bacillus cereus Rock3-44,Bacillus,cereus,Bacillus cereus,rhizosphere;sediment;permafrost;volcano;soil;spring;gut;milk;field;plateau;landfill;well;city;sea;stream;forest;elevation;ocean;lake;grassland;biofilm;food;sludge;carcass;surface;rock;marsh;waste;farm;wetland;flat;compost;water;river;pond;straw;air;cabbage;sand;mine;mud;dust;mucus;fish;vegetable;mountains;valley;oil;aquifer;textile;sewage;cave;silage;hospital;wood;estuary;stalactite;harbor;sausage;dune;mouth;shore;reservoir;flour;feces;dung;chicken;cantaloupe;clam;waterfall;bioreactor;canal;bog;garden,74,526986.3.txt,data_organism_reactions/Equal_Stoichiometric_matrices/526986.3.npy
Helicobacter pylori 26695,Helicobacter,pylori,Helicobacter pylori,chicken;feces;sediment;chemocline,4,85962.1.txt,data_organism_reactions/Equal_Stoichiometric_matrices/85962.1.npy
Helicobacter pylori 26695,Helicobacter,pylori,Helicobacter pylori,chicken;feces;sediment;chemocline,4,85962.8.txt,data_organism_reactions/Equal_Stoichiometric_matrices/85962.8.npy
Neisseria gonorrhoeae PID24-1,Neisseria,gonorrhoeae,Neisseria gonorrhoeae,water;biofilm;air;mouth,4,528357.5.txt,data_organism_reactions/Equal_Stoichiometric_matrices/528357.5.npy
Salinibacter ruber,Salinibacter,ruber,Salinibacter ruber,ocean;lake;sea,3,146919.6.txt,data_organism_reactions/Equal_Stoichiometric_matrices/146919.6.npy
alpha proteobacterium IMCC1322,alpha,proteobacterium,alpha proteobacterium,sludge;soil;lake;tundra;water;sea;biofilm;basin;waste;gut;surface;brine;sediment;pasture;bed;mine;canyon;sand;spring;river;hospital;garden;cave;lagoon;egg;travertine;bone;estuary;aquifer;mucus;harbor;seamount;field;marsh;pond;trench;ocean;ridge;reservoir;bog;mountain;wood;clam;rock,44,488538.3.txt,data_organism_reactions/Equal_Stoichiometric_matrices/488538.3.npy
Citrobacter koseri ATCC BAA-895,Citrobacter,koseri,Citrobacter koseri,soil;sludge;stream;river;compost;biofilm;air;gut,8,290338.6.txt,data_organism_reactions/Equal_Stoichiometric_matrices/290338.6.npy
Streptococcus pneumoniae BS455,Streptococcus,pneumoniae,Streptococcus pneumoniae,biofilm;air;mouth;milk;surface;meat;field;yogurt;soil;chicken;harbor;sludge;feces;bioreactor;blood;chyme,16,595501.4.txt,data_organism_reactions/Equal_Stoichiometric_matrices/595501.4.npy
Enterococcus faecalis T2,Enterococcus,faecalis,Enterococcus faecalis,cheese;gut;feces;water;sausage;meat;milk;yogurt;blood;biofilm;sea;air;river;sludge;fruit;soil;marsh;chicken;bacon;sediment;silage,21,565637.4.txt,data_organism_reactions/Equal_Stoichiometric_matrices/565637.4.npy
Fusobacterium sp. D12,Fusobacterium,sp.,Fusobacterium sp.,mouth;blood;air;sediment;volcano,5,556263.3.txt,data_organism_reactions/Equal_Stoichiometric_matrices/556263.3.npy
Borrelia burgdorferi WI91-23,Borrelia,burgdorferi,Borrelia burgdorferi,blood,1,498737.3.txt,data_organism_reactions/Equal_Stoichiometric_matrices/498737.3.npy
Sinorhizobium medicae WSM419,Sinorhizobium,medicae,Sinorhizobium medicae,canal;soil;river;aquifer;sludge,5,366394.8.txt,data_organism_reactions/Equal_Stoichiometric_matrices/366394.8.npy
Leptothrix cholodni SP-6,Leptothrix,cholodni,Leptothrix cholodni,sludge;field;biofilm,3,395495.3.txt,data_organism_reactions/Equal_Stoichiometric_matrices/395495.3.npy
Leptothrix cholodnii SP-6,Leptothrix,cholodnii,Leptothrix cholodnii,sludge;field;biofilm,3,395495.5.txt,data_organism_reactions/Equal_Stoichiometric_matrices/395495.5.npy
Desulfovibrio desulfuricans G20,Desulfovibrio,desulfuricans,Desulfovibrio desulfuricans,sludge;aquifer;brine;soil;harbor;bioreactor;rhizosphere;mine;waste;reservoir;straw;lake;field;feces;pond;sediment;flat;borehole,18,207559.3.txt,data_organism_reactions/Equal_Stoichiometric_matrices/207559.3.npy
Desulfovibrio desulfuricans subsp. desulfuricans str. G20,Desulfovibrio,desulfuricans,Desulfovibrio desulfuricans,sludge;aquifer;brine;soil;harbor;bioreactor;rhizosphere;mine;waste;reservoir;straw;lake;field;feces;pond;sediment;flat;borehole,18,207559.7.txt,data_organism_reactions/Equal_Stoichiometric_matrices/207559.7.npy
Clostridium perfringens B str. ATCC 3626,Clostridium,perfringens,Clostridium perfringens,soil;feces;sludge;bog;field;spring;water;dung;lake;dairy;gut;silage;waste;leachate;blood;bioreactor;straw;bile;sediment;food;river;flat;compost;reservoir;mud;meat;sand;mine;hotspring;faeces,30,451754.5.txt,data_organism_reactions/Equal_Stoichiometric_matrices/451754.5.npy
Halobacterium sp. NRC-1,Halobacterium,sp.,Halobacterium sp.,lake;fish;rock,3,64091.1.txt,data_organism_reactions/Equal_Stoichiometric_matrices/64091.1.npy
Xanthomonas campestris pv. campestris str. ATCC 33913,Xanthomonas,campestris,Xanthomonas campestris,sludge;lake;soil;surface;plateau;biofilm;tannery,7,190485.4.txt,data_organism_reactions/Equal_Stoichiometric_matrices/190485.4.npy
Xanthomonas campestris pv. campestris ATCC 33913,Xanthomonas,campestris,Xanthomonas campestris,sludge;lake;soil;surface;plateau;biofilm;tannery,7,190485.1.txt,data_organism_reactions/Equal_Stoichiometric_matrices/190485.1.npy
Streptococcus pyogenes MGAS10394,Streptococcus,pyogenes,Streptococcus pyogenes,biofilm;air;mouth;milk;surface;meat;field;yogurt;soil;chicken;harbor;sludge;feces;bioreactor;blood;chyme,16,286636.3.txt,data_organism_reactions/Equal_Stoichiometric_matrices/286636.3.npy
Streptococcus pyogenes MGAS10394,Streptococcus,pyogenes,Streptococcus pyogenes,biofilm;air;mouth;milk;surface;meat;field;yogurt;soil;chicken;harbor;sludge;feces;bioreactor;blood;chyme,16,286636.1.txt,data_organism_reactions/Equal_Stoichiometric_matrices/286636.1.npy
Bacteroides helcogenes P 36-108,Bacteroides,helcogenes,Bacteroides helcogenes,faeces;feces;leachate;waste;soil;sludge;bioreactor;cave,8,693979.3.txt,data_organism_reactions/Equal_Stoichiometric_matrices/693979.3.npy
Acinetobacter radioresistens SH164,Acinetobacter,radioresistens,Acinetobacter radioresistens,soil;mucus;lake;sediment;surface;gut;river;sludge;rhizosphere;field;sea;waste;volcano;ocean;water;wetland;air;biofilm;mine;mouth;aquifer;milk;beer;sewage;elevation;harbor;stream;blood,28,575589.3.txt,data_organism_reactions/Equal_Stoichiometric_matrices/575589.3.npy
Clostridium perfringens ATCC 13124,Clostridium,perfringens,Clostridium perfringens,soil;feces;sludge;bog;field;spring;water;dung;lake;dairy;gut;silage;waste;leachate;blood;bioreactor;straw;bile;sediment;food;river;flat;compost;reservoir;mud;meat;sand;mine;hotspring;faeces,30,195103.10.txt,data_organism_reactions/Equal_Stoichiometric_matrices/195103.10.npy
Vibrio cholerae O1 biovar eltor str. N16961,Vibrio,cholerae,Vibrio cholerae,sea;blood;river;water;soil;shellfish;sediment;rhizosphere;gut;rock;ocean;mucus;egg;clam;fish;estuary;biofilm;oyster,18,243277.1.txt,data_organism_reactions/Equal_Stoichiometric_matrices/243277.1.npy
Thermus thermophilus HB27,Thermus,thermophilus,Thermus thermophilus,spring;compost;hotspring;soil;surface;ocean;water;field,8,262724.1.txt,data_organism_reactions/Equal_Stoichiometric_matrices/262724.1.npy
Mycoplasma suis str. Illinois,Mycoplasma,suis,Mycoplasma suis,blood;gut;surface;mouth,4,768700.3.txt,data_organism_reactions/Equal_Stoichiometric_matrices/768700.3.npy
Thermus thermophilus HB27,Thermus,thermophilus,Thermus thermophilus,spring;compost;hotspring;soil;surface;ocean;water;field,8,262724.6.txt,data_organism_reactions/Equal_Stoichiometric_matrices/262724.6.npy
Escherichia coli E2348/69,Escherichia,coli,Escherichia coli,tannery;sediment;turkey;dairy;cave;river;mucus;soil;feces;milk;marsh;mountain;compost,13,216593.1.txt,data_organism_reactions/Equal_Stoichiometric_matrices/216593.1.npy
Burkholderia cenocepacia PC184,Burkholderia,cenocepacia,Burkholderia cenocepacia,rhizosphere;soil;permafrost;forest;gut;river;wood;bog;woodland;lake;water;air;rock;sludge;field;biofilm;mine;tannery;sewage;biofilter;compost;blood;pasture;waste;surface,25,350702.3.txt,data_organism_reactions/Equal_Stoichiometric_matrices/350702.3.npy
